Report_Month,Server_ID,Hostname,IP_Address,CPU_Avg_Pct,CPU_Peak_Pct,Memory_Avg_Pct,Memory_Peak_Pct,Disk_Used_Pct,Network_In_Mbps,Network_Out_Mbps,Uptime_Pct,Alert_Count
2024-12,SRV-W-040,srvw040,10.2.100.50,10.95,22.59,32.30,41.72,46.22,36.02,64.68,100.00,0,1.75,4.75,1.84,1317,247
2024-12,SRV-E-120,srve120,10.1.100.130,40.62,53.39,50.49,64.44,22.42,41.98,34.00,100.00,0,0.50,2.94,1.37,1451,118
2024-10,SRV-W-093,srvw093,10.2.113.103,26.53,41.03,52.23,66.95,37.21,13.37,16.54,100.00,0,1.93,3.44,0.25,780,137
2024-11,SRV-E-139,srve139,10.1.119.149,15.33,42.38,60.43,69.68,68.61,9.84,30.97,100.00,0,0.15,2.56,0.35,962,118
2024-12,SRV-W-063,srvw063,10.2.103.73,18.35,40.97,32.05,48.52,79.48,49.04,99.15,100.00,0,0.34,4.75,0.48,631,203
2024-11,SRV-E-139,srve139,10.1.119.149,54.33,76.46,61.93,78.12,28.73,48.82,7.28,100.00,0,1.54,3.31,0.61,2417,112
2024-11,SRV-C-009,srvc009,10.3.109.19,13.13,18.30,10.25,18.18,45.98,29.54,66.96,100.00,0,0.04,0.79,1.15,2236,248
2024-11,SRV-C-065,srvc065,10.3.105.75,24.33,47.68,14.03,26.92,74.13,16.58,88.15,100.00,0,1.82,2.91,1.18,330,187
2024-11,SRV-E-091,srve091,10.1.111.101,44.62,63.31,67.88,77.52,29.15,49.17,66.83,100.00,0,0.45,2.16,1.05,213,195
2024-12,SRV-C-028,srvc028,10.3.108.38,11.45,27.00,41.07,60.86,65.09,1.16,58.86,100.00,0,0.02,0.90,0.05,2094,143
2024-11,SRV-C-076,srvc076,10.3.116.86,57.70,66.01,16.08,32.22,21.67,21.38,74.88,100.00,0,1.48,4.35,1.00,715,188
2024-11,SRV-E-082,srve082,10.1.102.92,49.90,55.81,63.92,74.45,56.55,46.87,94.85,100.00,0,0.88,0.86,0.92,1066,148
2024-11,SRV-E-100,srve100,10.1.100.110,33.04,53.13,61.31,75.35,45.34,3.98,84.35,100.00,0,1.19,0.16,1.97,1232,146
2024-11,SRV-W-038,srvw038,10.2.118.48,28.39,42.23,23.36,30.66,42.29,37.67,91.21,100.00,0,0.76,4.93,1.83,1675,197
2024-12,SRV-C-081,srvc081,10.3.101.91,27.78,49.45,22.63,38.88,24.65,47.59,63.22,100.00,0,0.35,1.64,0.81,2386,227
2024-10,SRV-E-034,srve034,10.1.114.44,25.89,54.59,66.54,86.51,55.20,22.47,83.27,100.00,0,0.30,2.08,1.70,2310,198
2024-10,SRV-C-045,srvc045,10.3.105.55,30.81,43.76,30.72,46.48,37.87,25.95,51.84,100.00,0,1.18,3.53,1.62,656,104
2024-11,SRV-C-038,srvc038,10.3.118.48,38.71,50.85,15.98,22.56,15.44,38.92,97.43,100.00,0,1.16,0.97,0.58,295,212
2024-12,SRV-C-014,srvc014,10.3.114.24,10.00,37.73,12.43,22.12,19.71,6.65,61.54,100.00,0,0.34,0.37,0.40,2304,88
2024-10,SRV-W-102,srvw102,10.2.102.112,10.16,29.40,22.65,38.08,50.92,31.37,98.68,100.00,0,1.94,0.46,1.53,202,234
2024-12,SRV-E-146,srve146,10.1.106.156,30.65,36.40,10.52,26.49,42.32,39.25,19.98,100.00,0,0.72,4.66,0.23,735,159
2024-12,SRV-C-029,srvc029,10.3.109.39,34.34,56.00,43.51,52.17,22.83,12.26,32.47,100.00,0,1.18,0.43,1.96,813,116
2024-11,SRV-E-113,srve113,10.1.113.123,52.31,68.05,48.28,68.12,41.05,27.05,93.74,100.00,0,1.95,2.51,0.00,690,242
2024-10,SRV-W-050,srvw050,10.2.110.60,58.68,75.36,66.65,78.27,68.40,7.38,23.47,100.00,0,0.11,2.44,1.96,835,127
2024-10,SRV-W-023,srvw023,10.2.103.33,34.04,42.38,48.32,61.23,29.64,19.13,90.68,100.00,0,0.35,4.55,0.04,1459,185
2024-10,SRV-E-094,srve094,10.1.114.104,16.94,28.81,49.67,60.84,54.68,14.96,53.72,100.00,0,1.62,4.82,0.44,868,171
2024-11,SRV-W-099,srvw099,10.2.119.109,19.41,46.25,46.85,51.94,54.24,32.77,22.10,100.00,0,2.00,4.85,0.53,112,202
2024-11,SRV-C-026,srvc026,10.3.106.36,34.16,56.39,32.04,44.16,33.25,35.27,62.65,100.00,0,0.68,0.05,0.36,2023,136
2024-11,SRV-C-006,srvc006,10.3.106.16,39.66,56.11,64.98,78.28,60.06,37.36,93.79,100.00,0,0.38,4.42,0.07,936,102
2024-12,SRV-W-081,srvw081,10.2.101.91,19.67,39.83,20.36,38.26,78.73,27.32,45.72,100.00,0,1.39,3.62,0.05,2104,114
2024-10,SRV-W-057,srvw057,10.2.117.67,40.15,65.35,46.03,55.23,30.17,20.82,48.27,100.00,0,1.86,0.01,1.10,263,86
2024-11,SRV-W-023,srvw023,10.2.103.33,53.78,63.93,58.28,75.12,50.49,2.44,18.04,100.00,0,1.32,0.90,0.48,1835,163
2024-12,SRV-W-119,srvw119,10.2.119.129,10.01,38.50,59.59,68.21,82.98,14.55,42.38,100.00,0,0.63,4.58,0.93,742,185
2024-10,SRV-E-148,srve148,10.1.108.158,38.27,50.42,65.21,76.16,23.96,4.91,10.25,100.00,0,1.20,2.98,0.39,429,86
2024-12,SRV-C-058,srvc058,10.3.118.68,11.60,29.14,19.94,36.72,50.05,28.34,9.10,100.00,0,1.26,3.50,0.47,399,90
2024-10,SRV-C-049,srvc049,10.3.109.59,42.41,68.11,69.36,89.05,28.92,40.03,91.33,100.00,0,1.02,3.47,1.48,1934,152
2024-11,SRV-C-092,srvc092,10.3.112.102,24.99,32.67,23.40,33.06,47.05,8.04,65.17,100.00,0,0.97,4.73,0.69,544,228
2024-12,SRV-C-020,srvc020,10.3.100.30,14.20,35.96,34.86,53.91,48.68,36.70,98.52,100.00,0,0.41,3.71,1.65,1175,200
2024-10,SRV-C-097,srvc097,10.3.117.107,57.20,68.82,35.10,42.07,25.59,11.73,59.08,100.00,0,0.01,3.89,1.76,252,116
2024-10,SRV-W-020,srvw020,10.2.100.30,14.63,27.89,55.44,68.00,82.62,15.83,84.61,100.00,0,0.11,0.51,1.28,1492,174
2024-11,SRV-C-034,srvc034,10.3.114.44,44.98,58.10,29.36,35.56,78.54,39.56,36.88,100.00,0,0.56,2.56,1.00,755,210
2024-11,SRV-E-143,srve143,10.1.103.153,58.18,76.85,66.68,84.38,84.88,15.94,2.23,100.00,0,0.64,4.90,0.94,828,170
2024-10,SRV-E-135,srve135,10.1.115.145,39.36,64.90,13.45,27.30,81.38,44.58,33.91,100.00,0,0.15,0.30,1.60,1198,199
2024-11,SRV-W-107,srvw107,10.2.107.117,22.90,46.05,30.27,38.89,51.24,48.94,16.61,100.00,0,0.39,4.30,0.55,2458,157
2024-12,SRV-W-061,srvw061,10.2.101.71,20.75,38.52,63.39,68.68,18.81,34.29,62.68,100.00,0,1.31,2.43,1.53,1592,173
2024-11,SRV-E-145,srve145,10.1.105.155,48.42,61.39,14.76,22.48,71.47,8.10,45.98,100.00,0,1.39,1.93,1.33,2275,177
2024-10,SRV-C-061,srvc061,10.3.101.71,34.43,41.76,52.34,58.26,79.95,20.99,17.96,100.00,0,0.94,1.91,0.36,2420,96
2024-11,SRV-E-064,srve064,10.1.104.74,46.61,68.77,65.34,81.02,84.96,8.62,24.54,100.00,0,1.10,1.47,0.18,1836,132
2024-10,SRV-E-114,srve114,10.1.114.124,50.43,57.83,38.61,43.94,83.33,4.89,33.66,100.00,0,0.43,2.13,1.23,682,106
2024-11,SRV-C-083,srvc083,10.3.103.93,46.44,63.99,37.60,53.53,24.48,1.99,44.35,100.00,0,0.60,2.04,0.36,489,141
2024-12,SRV-C-093,srvc093,10.3.113.103,47.72,54.32,45.83,58.83,18.89,20.25,12.53,100.00,0,1.87,3.20,0.36,539,81
2024-12,SRV-W-098,srvw098,10.2.118.108,49.92,55.00,23.70,34.90,71.02,47.89,47.79,100.00,0,1.40,3.71,0.55,2241,100
2024-12,SRV-W-076,srvw076,10.2.116.86,18.18,30.24,16.42,27.16,27.22,32.75,22.18,100.00,0,1.90,0.25,0.06,1519,240
2024-12,SRV-W-022,srvw022,10.2.102.32,9.95,16.20,56.18,66.32,58.45,48.70,36.17,100.00,0,0.66,2.01,1.43,572,237
2024-10,SRV-C-008,srvc008,10.3.108.18,10.41,36.94,56.91,73.44,67.70,7.24,23.71,100.00,0,1.46,0.07,1.62,1903,99
2024-10,SRV-E-140,srve140,10.1.100.150,28.58,49.32,21.36,32.05,77.24,22.37,52.19,100.00,0,1.65,4.35,0.89,1147,248
2024-10,SRV-E-146,srve146,10.1.106.156,50.49,67.82,31.70,40.33,20.20,35.24,27.99,100.00,0,1.76,4.98,1.75,335,241
2024-11,SRV-C-067,srvc067,10.3.107.77,42.79,52.96,48.62,59.56,70.63,32.96,67.10,100.00,0,1.93,1.78,1.67,2246,110
2024-11,SRV-E-094,srve094,10.1.114.104,44.64,61.87,43.66,57.73,24.57,3.07,14.50,100.00,0,1.82,1.59,1.92,766,229
2024-11,SRV-E-043,srve043,10.1.103.53,54.77,82.96,18.56,35.23,68.93,8.24,16.75,100.00,0,1.11,4.52,1.08,1055,152
2024-10,SRV-C-042,srvc042,10.3.102.52,16.43,30.71,20.86,26.12,84.20,39.57,31.39,100.00,0,1.93,1.30,1.60,1259,226
2024-12,SRV-W-068,srvw068,10.2.108.78,16.39,37.91,58.10,74.68,56.75,41.65,22.98,100.00,0,1.63,4.46,0.80,786,235
2024-11,SRV-E-009,srve009,10.1.109.19,8.35,35.93,33.43,43.41,37.13,35.89,55.59,100.00,0,1.01,0.29,0.65,1675,117
2024-10,SRV-E-111,srve111,10.1.111.121,34.44,53.61,12.56,23.03,30.06,26.54,6.76,100.00,0,0.31,1.40,1.43,1164,169
2024-11,SRV-W-069,srvw069,10.2.109.79,37.48,49.77,25.12,31.35,26.74,40.03,77.41,100.00,0,1.21,4.18,1.95,200,106
2024-10,SRV-W-069,srvw069,10.2.109.79,6.60,25.29,66.13,84.11,66.72,32.88,69.19,100.00,0,1.05,2.62,1.30,638,121
2024-11,SRV-C-069,srvc069,10.3.109.79,18.53,27.71,59.98,72.63,52.99,6.41,50.29,100.00,0,0.88,1.14,0.87,1741,206
2024-12,SRV-E-019,srve019,10.1.119.29,28.54,45.74,16.92,23.73,73.39,44.74,62.74,100.00,0,1.09,0.66,0.07,824,112
2024-10,SRV-E-106,srve106,10.1.106.116,10.95,24.87,64.72,72.39,75.12,29.01,83.34,100.00,0,0.42,2.61,0.07,1161,83
2024-10,SRV-E-104,srve104,10.1.104.114,29.59,42.50,26.27,34.83,61.76,13.39,47.94,100.00,0,0.91,4.47,1.91,2414,123
2024-11,SRV-W-113,srvw113,10.2.113.123,44.21,60.20,45.93,62.48,23.85,1.44,25.08,100.00,0,1.88,3.56,1.49,2348,231
2024-11,SRV-C-092,srvc092,10.3.112.102,48.59,70.35,50.29,69.82,32.31,43.80,60.97,100.00,0,1.64,4.59,1.72,1851,220
2024-12,SRV-C-075,srvc075,10.3.115.85,53.86,67.62,16.56,24.00,76.70,21.70,1.57,100.00,0,1.94,3.39,0.83,2188,216
2024-10,SRV-E-016,srve016,10.1.116.26,27.17,39.36,56.51,65.69,55.80,35.66,47.56,100.00,0,1.33,4.45,1.42,728,210
2024-12,SRV-W-062,srvw062,10.2.102.72,59.65,68.07,38.66,57.16,78.48,24.32,89.63,100.00,0,0.95,1.29,1.23,160,137
2024-10,SRV-E-047,srve047,10.1.107.57,35.58,44.77,34.89,51.11,54.77,29.38,86.14,100.00,0,1.31,3.82,0.31,1431,134
2024-11,SRV-E-044,srve044,10.1.104.54,29.82,59.02,49.63,60.73,34.36,10.97,9.53,100.00,0,1.73,4.44,0.48,1007,179
2024-11,SRV-E-097,srve097,10.1.117.107,53.24,80.70,15.46,27.93,45.85,10.14,27.60,100.00,0,0.66,4.11,0.56,621,211
2024-12,SRV-C-009,srvc009,10.3.109.19,48.55,77.01,68.86,83.01,67.13,15.36,69.29,100.00,0,1.29,1.04,0.56,2304,233
2024-10,SRV-C-032,srvc032,10.3.112.42,16.18,34.53,36.61,42.92,15.12,1.45,67.17,100.00,0,1.42,3.02,0.28,1647,229
2024-12,SRV-E-142,srve142,10.1.102.152,8.53,26.53,55.73,67.60,47.75,36.84,78.61,100.00,0,0.87,2.91,1.86,1198,181
2024-10,SRV-W-066,srvw066,10.2.106.76,58.17,70.84,44.55,62.43,70.50,13.90,30.07,100.00,0,0.54,4.18,0.30,1131,163
2024-11,SRV-W-024,srvw024,10.2.104.34,33.09,50.66,52.58,59.60,48.71,2.33,34.44,100.00,0,0.29,2.47,1.76,1403,145
2024-12,SRV-W-081,srvw081,10.2.101.91,41.01,67.96,33.24,41.17,74.10,12.01,99.01,100.00,0,1.14,4.44,0.82,318,212
2024-10,SRV-W-079,srvw079,10.2.119.89,41.51,69.37,65.95,82.68,67.91,39.88,48.14,100.00,0,1.23,1.98,0.18,2450,211
2024-10,SRV-W-094,srvw094,10.2.114.104,36.69,43.38,41.54,59.42,63.44,49.19,98.97,100.00,0,0.73,0.67,0.95,2146,180
2024-10,SRV-C-044,srvc044,10.3.104.54,31.96,52.24,27.63,46.27,75.37,1.29,46.52,100.00,0,0.43,2.80,0.05,1648,230
2024-11,SRV-W-012,srvw012,10.2.112.22,19.22,45.96,50.90,68.28,57.22,26.61,98.12,100.00,0,0.42,3.02,0.74,934,95
2024-10,SRV-W-007,srvw007,10.2.107.17,33.28,50.25,39.48,50.13,36.36,47.48,51.17,100.00,0,1.38,2.88,1.85,2020,112
2024-12,SRV-C-075,srvc075,10.3.115.85,21.61,32.28,53.75,67.63,57.03,24.96,41.23,100.00,0,0.62,4.73,0.42,2119,80
2024-12,SRV-E-117,srve117,10.1.117.127,48.90,62.25,11.24,24.54,67.00,45.05,72.21,100.00,0,0.29,4.28,0.85,1905,109
2024-12,SRV-C-003,srvc003,10.3.103.13,20.48,48.32,34.25,53.87,19.55,3.57,64.57,100.00,0,1.10,3.81,1.85,2496,162
2024-12,SRV-E-012,srve012,10.1.112.22,19.55,26.91,66.69,76.95,57.75,38.05,14.74,100.00,0,0.83,1.24,0.20,794,226
2024-10,SRV-W-059,srvw059,10.2.119.69,32.97,46.02,22.36,36.18,19.38,9.42,26.83,100.00,0,1.98,1.60,0.12,2453,124
2024-11,SRV-W-018,srvw018,10.2.118.28,17.15,26.78,53.19,63.03,63.37,9.13,74.47,100.00,0,0.31,4.29,1.73,466,142
2024-11,SRV-W-114,srvw114,10.2.114.124,57.59,76.78,18.58,26.04,52.61,13.12,41.37,100.00,0,1.67,4.10,1.34,1235,114
2024-11,SRV-C-055,srvc055,10.3.115.65,32.55,62.43,10.45,29.29,59.08,18.09,42.33,100.00,0,1.81,3.64,0.87,943,157
2024-10,SRV-E-033,srve033,10.1.113.43,45.83,64.59,40.54,58.81,55.96,42.10,31.60,100.00,0,1.73,3.99,1.31,1814,143
2024-12,SRV-W-030,srvw030,10.2.110.40,46.38,67.87,69.94,76.25,64.32,14.30,80.36,100.00,0,1.46,3.95,1.69,1513,192
2024-11,SRV-W-060,srvw060,10.2.100.70,51.65,79.53,62.47,81.99,50.74,30.78,93.51,100.00,0,1.27,1.06,0.55,544,185
2024-10,SRV-C-078,srvc078,10.3.118.88,6.01,26.22,50.27,58.25,54.22,48.90,43.88,100.00,0,0.45,2.61,1.94,1094,181
2024-10,SRV-C-023,srvc023,10.3.103.33,30.01,51.94,49.74,59.76,45.29,46.26,48.41,100.00,0,0.21,4.46,1.96,693,132
2024-10,SRV-W-115,srvw115,10.2.115.125,12.83,39.45,12.20,25.77,61.95,20.00,8.43,100.00,0,1.09,0.06,1.28,1286,161
2024-10,SRV-W-067,srvw067,10.2.107.77,19.58,38.84,35.06,43.71,53.65,14.98,33.30,100.00,0,1.72,0.48,1.20,240,154
2024-10,SRV-W-058,srvw058,10.2.118.68,5.87,35.12,52.67,70.61,35.89,38.41,48.58,100.00,0,0.29,3.81,1.05,1485,141
2024-11,SRV-W-079,srvw079,10.2.119.89,20.91,40.58,17.22,25.72,29.63,0.71,55.39,100.00,0,0.30,4.29,1.27,2349,219
2024-11,SRV-E-030,srve030,10.1.110.40,16.64,41.86,30.30,44.28,53.59,29.98,46.16,100.00,0,0.09,2.62,1.48,696,160
2024-10,SRV-C-034,srvc034,10.3.114.44,54.11,74.34,55.85,69.48,23.17,34.55,10.30,100.00,0,1.53,3.28,0.68,1993,202
2024-10,SRV-E-146,srve146,10.1.106.156,42.56,68.40,39.45,55.76,57.72,48.76,54.39,100.00,0,0.78,2.63,1.53,1205,212
2024-11,SRV-W-096,srvw096,10.2.116.106,38.77,48.76,21.43,29.22,19.62,28.38,20.67,100.00,0,0.33,1.35,0.52,1824,193
2024-12,SRV-W-052,srvw052,10.2.112.62,8.89,30.41,18.40,32.38,56.99,7.06,37.25,100.00,0,0.74,1.55,0.80,1688,151
2024-11,SRV-E-055,srve055,10.1.115.65,40.54,55.43,65.22,78.91,55.75,16.80,64.19,100.00,0,1.66,4.37,1.96,1335,147
2024-11,SRV-E-030,srve030,10.1.110.40,20.62,35.26,40.02,49.75,29.30,18.51,48.85,100.00,0,0.71,0.66,1.76,115,127
2024-10,SRV-W-006,srvw006,10.2.106.16,31.28,51.56,60.44,77.87,20.08,6.75,63.48,100.00,0,1.85,1.81,1.23,1029,111
2024-10,SRV-E-027,srve027,10.1.107.37,9.16,35.30,54.36,59.97,69.88,36.44,32.94,100.00,0,0.68,3.63,0.88,734,249
2024-12,SRV-W-049,srvw049,10.2.109.59,51.59,79.77,29.67,42.21,58.53,34.81,55.57,100.00,0,0.80,2.59,1.24,892,221
2024-11,SRV-W-044,srvw044,10.2.104.54,57.82,68.24,30.58,47.65,44.61,23.08,11.26,100.00,0,0.20,2.86,1.82,1301,170
2024-10,SRV-W-087,srvw087,10.2.107.97,45.95,66.91,39.44,53.50,60.43,27.05,72.95,100.00,0,0.80,1.78,1.65,595,217
2024-12,SRV-E-055,srve055,10.1.115.65,25.97,54.78,32.65,42.71,19.44,37.07,56.91,100.00,0,0.19,4.48,0.64,1070,93
2024-11,SRV-E-089,srve089,10.1.109.99,16.48,44.67,31.84,43.72,41.02,40.94,54.02,100.00,0,1.02,2.43,0.85,1047,186
2024-10,SRV-C-099,srvc099,10.3.119.109,18.57,24.65,53.25,71.26,36.93,8.36,37.82,100.00,0,1.89,1.93,1.62,2380,87
2024-10,SRV-W-104,srvw104,10.2.104.114,27.71,38.15,25.15,41.28,30.24,22.18,85.12,100.00,0,0.64,2.07,0.01,1873,142
2024-11,SRV-E-003,srve003,10.1.103.13,5.90,32.53,46.04,62.62,50.10,29.73,24.63,100.00,0,0.19,0.20,1.16,150,82
2024-10,SRV-W-104,srvw104,10.2.104.114,28.99,55.39,33.52,52.38,76.40,13.69,64.30,100.00,0,1.99,2.40,0.82,2021,90
2024-12,SRV-C-023,srvc023,10.3.103.33,8.80,24.22,39.37,50.81,33.92,22.06,96.44,100.00,0,1.63,2.37,0.17,557,187
2024-10,SRV-W-034,srvw034,10.2.114.44,24.62,37.28,14.78,21.48,46.43,1.09,72.98,100.00,0,0.49,4.49,1.27,2006,172
2024-11,SRV-C-044,srvc044,10.3.104.54,51.35,72.39,30.11,36.84,46.26,45.03,2.60,100.00,0,1.96,0.61,0.76,2199,186
2024-11,SRV-E-138,srve138,10.1.118.148,31.06,36.34,47.64,56.27,72.19,30.60,83.98,100.00,0,0.29,3.07,0.78,1434,200
2024-12,SRV-E-025,srve025,10.1.105.35,7.74,14.74,19.30,38.53,83.44,19.90,51.04,100.00,0,1.79,0.52,0.66,2387,148
2024-11,SRV-E-100,srve100,10.1.100.110,36.74,51.21,31.05,50.71,62.50,12.95,73.52,100.00,0,0.39,1.59,1.34,2470,241
2024-10,SRV-E-102,srve102,10.1.102.112,51.05,72.41,42.71,62.06,47.22,4.19,36.53,100.00,0,0.50,0.15,1.99,1860,82
2024-11,SRV-W-044,srvw044,10.2.104.54,19.04,29.00,13.27,29.92,40.25,24.71,48.55,100.00,0,0.44,1.86,0.12,2064,122
2024-12,SRV-W-011,srvw011,10.2.111.21,56.61,84.44,59.29,73.91,29.03,45.35,83.78,100.00,0,1.32,3.43,1.92,1987,192
2024-10,SRV-W-036,srvw036,10.2.116.46,32.61,45.18,63.71,83.24,35.59,27.92,83.13,100.00,0,1.27,1.94,1.19,867,82
2024-10,SRV-W-099,srvw099,10.2.119.109,42.80,70.89,18.06,37.53,37.86,16.00,50.76,100.00,0,1.83,1.41,1.00,1274,159
2024-10,SRV-W-075,srvw075,10.2.115.85,9.29,22.83,50.67,70.44,37.12,35.88,80.41,100.00,0,1.25,0.13,1.46,325,204
2024-10,SRV-C-093,srvc093,10.3.113.103,16.44,30.92,23.33,40.94,75.14,33.13,12.22,100.00,0,1.31,2.55,1.71,821,96
2024-12,SRV-E-119,srve119,10.1.119.129,11.15,26.70,68.04,75.86,54.88,28.61,92.51,100.00,0,0.55,4.70,1.95,574,86
2024-10,SRV-E-072,srve072,10.1.112.82,25.53,50.38,40.87,50.89,24.86,33.30,60.77,100.00,0,1.51,2.48,1.71,2164,95
2024-11,SRV-W-019,srvw019,10.2.119.29,45.10,72.42,45.55,60.72,69.21,13.36,43.56,100.00,0,0.71,4.48,0.04,1436,146
2024-10,SRV-C-054,srvc054,10.3.114.64,41.66,64.64,39.02,44.20,34.57,8.85,75.77,100.00,0,1.88,4.82,0.60,1022,187
2024-10,SRV-E-144,srve144,10.1.104.154,56.57,77.42,18.91,38.65,76.83,8.25,58.06,100.00,0,1.44,3.26,0.67,2345,156
2024-11,SRV-E-125,srve125,10.1.105.135,45.70,68.21,19.01,32.19,31.69,21.87,85.76,100.00,0,0.48,3.00,0.92,547,165
2024-10,SRV-C-023,srvc023,10.3.103.33,35.70,48.89,39.12,58.85,67.52,24.83,84.94,100.00,0,0.09,2.77,0.59,1822,183
2024-11,SRV-C-006,srvc006,10.3.106.16,23.39,34.61,36.21,55.30,43.92,8.13,64.60,100.00,0,0.17,3.11,0.36,1884,103
2024-12,SRV-C-083,srvc083,10.3.103.93,39.50,58.30,30.30,35.72,64.66,0.94,39.78,100.00,0,1.55,3.81,1.77,1875,162
2024-10,SRV-C-052,srvc052,10.3.112.62,43.55,63.70,61.98,70.57,84.16,28.89,40.99,100.00,0,1.06,0.18,0.99,451,185
2024-12,SRV-W-079,srvw079,10.2.119.89,30.75,42.59,32.65,44.80,44.65,14.69,91.19,100.00,0,1.48,4.97,1.34,984,122
2024-12,SRV-W-071,srvw071,10.2.111.81,20.41,36.87,49.64,57.15,33.68,1.30,5.90,100.00,0,1.50,0.90,1.45,1114,176
2024-11,SRV-C-091,srvc091,10.3.111.101,12.05,30.26,46.22,58.38,43.26,31.67,1.31,100.00,0,1.93,1.32,0.44,1278,187
2024-10,SRV-W-042,srvw042,10.2.102.52,53.43,81.51,11.53,25.08,34.46,31.47,51.44,100.00,0,1.64,4.60,0.31,2227,107
2024-12,SRV-C-051,srvc051,10.3.111.61,34.96,48.73,39.99,45.31,84.35,6.87,52.37,100.00,0,0.11,4.85,0.05,1818,140
2024-11,SRV-C-073,srvc073,10.3.113.83,16.99,26.67,31.43,42.45,33.37,34.34,34.63,100.00,0,1.80,2.48,1.50,2383,176
2024-11,SRV-E-084,srve084,10.1.104.94,16.28,35.52,49.03,58.18,78.88,19.33,22.45,100.00,0,0.02,2.21,0.05,2062,84
2024-11,SRV-E-119,srve119,10.1.119.129,52.47,60.06,29.19,35.43,32.30,24.58,93.10,100.00,0,1.16,4.79,1.82,1779,165
2024-11,SRV-E-125,srve125,10.1.105.135,13.98,30.10,52.09,65.56,70.25,45.93,79.76,100.00,0,1.57,4.23,1.48,1257,226
2024-12,SRV-C-087,srvc087,10.3.107.97,49.24,68.82,18.99,37.84,22.83,20.52,28.87,100.00,0,0.96,3.25,0.58,2396,136
2024-12,SRV-W-040,srvw040,10.2.100.50,44.93,57.25,60.50,70.20,53.38,0.64,8.34,100.00,0,1.10,3.86,1.84,2426,95
2024-11,SRV-C-063,srvc063,10.3.103.73,19.39,41.62,43.80,55.06,46.11,43.33,20.62,100.00,0,0.24,2.95,0.67,2242,109
2024-10,SRV-C-093,srvc093,10.3.113.103,53.24,78.68,52.95,63.79,31.30,26.06,55.85,100.00,0,0.03,3.97,1.11,2001,96
2024-10,SRV-W-107,srvw107,10.2.107.117,34.81,50.32,34.80,54.60,41.72,6.26,57.60,100.00,0,1.05,0.39,1.58,2415,174
2024-11,SRV-C-054,srvc054,10.3.114.64,16.91,37.01,58.52,70.65,30.50,6.41,71.66,100.00,0,0.70,0.23,0.35,1576,188
2024-10,SRV-W-064,srvw064,10.2.104.74,38.21,62.14,67.29,74.72,74.33,14.90,95.97,100.00,0,1.29,4.91,1.13,593,239
2024-11,SRV-E-031,srve031,10.1.111.41,28.54,51.88,42.25,54.12,42.44,17.70,96.11,100.00,0,0.93,2.76,0.92,1540,196
2024-11,SRV-E-054,srve054,10.1.114.64,6.18,24.85,42.50,60.60,39.73,45.70,91.98,100.00,0,0.20,0.29,0.47,1085,242
2024-12,SRV-E-098,srve098,10.1.118.108,23.76,35.31,20.80,33.47,54.92,40.19,56.71,100.00,0,1.51,1.96,0.15,1277,132
2024-10,SRV-W-094,srvw094,10.2.114.104,32.67,42.30,59.55,67.01,84.37,27.37,64.52,100.00,0,1.39,2.42,1.91,1090,93
2024-12,SRV-E-124,srve124,10.1.104.134,13.14,34.65,34.44,42.30,18.84,24.12,65.14,100.00,0,0.66,0.69,1.34,1932,134
2024-11,SRV-W-022,srvw022,10.2.102.32,40.67,48.46,49.93,65.57,22.99,32.01,50.07,100.00,0,0.84,1.48,0.95,1593,145
2024-11,SRV-E-041,srve041,10.1.101.51,25.82,54.13,12.82,25.51,31.40,23.18,12.41,100.00,0,1.93,3.63,0.50,1738,161
2024-10,SRV-C-086,srvc086,10.3.106.96,35.98,52.83,64.60,71.82,38.73,30.05,80.40,100.00,0,0.28,3.14,1.86,1397,91
2024-11,SRV-E-092,srve092,10.1.112.102,20.39,32.66,49.65,67.33,83.20,5.44,94.87,100.00,0,1.84,4.41,0.82,1527,176
2024-10,SRV-C-005,srvc005,10.3.105.15,12.05,24.82,56.45,67.24,83.68,32.89,38.63,100.00,0,1.07,4.81,0.43,2291,180
2024-12,SRV-W-057,srvw057,10.2.117.67,46.55,75.09,12.47,28.66,66.43,32.61,89.70,100.00,0,0.32,1.74,1.56,791,131
2024-11,SRV-E-093,srve093,10.1.113.103,48.15,75.06,33.28,44.94,59.42,25.28,11.15,100.00,0,1.51,0.56,0.95,1282,125
2024-10,SRV-E-011,srve011,10.1.111.21,29.94,37.84,23.67,31.97,46.26,37.26,70.90,100.00,0,0.29,4.28,0.89,2297,226
2024-10,SRV-W-004,srvw004,10.2.104.14,22.81,31.59,39.22,50.11,50.38,32.12,34.81,100.00,0,0.94,0.60,1.54,2306,144
2024-10,SRV-E-046,srve046,10.1.106.56,55.63,80.15,25.48,37.89,68.00,37.11,97.85,100.00,0,1.73,1.65,1.79,1866,85
2024-10,SRV-W-115,srvw115,10.2.115.125,49.04,68.29,30.65,44.53,47.54,28.46,14.06,100.00,0,0.77,4.19,0.41,845,111
2024-10,SRV-W-009,srvw009,10.2.109.19,15.49,33.19,67.60,84.93,58.85,5.50,45.85,100.00,0,0.11,4.14,1.21,489,114
2024-10,SRV-W-031,srvw031,10.2.111.41,16.63,23.58,52.79,69.35,67.79,45.28,55.38,100.00,0,0.52,2.72,0.63,2416,151
